"","country","Sector","Incident","Frequency","Date"
"129","Syria","Education","killed",0,"2017"
"130","Syria","Education","killed",0,"2017"
"131","Syria","Education","killed",0,"2017"
"132","Syria","Education","killed",0,"2017"
"133","Syria","Education","killed",0,"2017"
"134","Syria","Education","killed",0,"2017"
"135","Burundi","Education","killed",0,"2017"
"136","Cameroon","Education","killed",0,"2017"
"137","Ethiopia","Education","killed",0,"2017"
"138","Israel","Education","killed",0,"2017"
"139","Kenya","Education","killed",0,"2017"
"140","Kenya","Education","killed",0,"2017"
"141","Libya","Education","killed",0,"2017"
"142","Libya","Education","killed",0,"2017"
"143","Myanmar","Education","killed",0,"2017"
"144","Nigeria","Education","killed",0,"2017"
"145","OPT","Education","killed",0,"2017"
"146","OPT","Education","killed",0,"2017"
"147","Pakistan","Education","killed",0,"2017"
"148","South Africa","Education","killed",0,"2017"
"149","South Africa","Education","killed",0,"2017"
"150","South Africa","Education","killed",0,"2017"
"151","South Africa","Education","killed",0,"2017"
"152","Sudan","Education","killed",0,"2017"
"153","Swaziland","Education","killed",0,"2017"
"154","Syria","Education","killed",0,"2017"
"155","Syria","Education","killed",0,"2017"
"156","Syria","Education","killed",0,"2017"
"157","Syria","Education","killed",0,"2017"
"158","Syria","Education","killed",0,"2017"
"159","Afghanistan","Education","killed",0,"2017"
"160","Algeria","Education","killed",0,"2017"
"161","Bangladesh","Education","killed",0,"2017"
"162","Brazil","Education","killed",1,"2017"
"163","Brazil","Education","killed",0,"2017"
"164","Brazil","Education","killed",0,"2017"
"165","Chad","Education","killed",0,"2017"
"166","DRC","Education","killed",0,"2017"
"167","India","Education","killed",1,"2017"
"168","Ivory Coast","Education","killed",0,"2017"
"169","Kenya","Education","killed",0,"2017"
"170","Kenya","Education","killed",2,"2017"
"171","Mali","Education","killed",0,"2017"
"172","Niger","Education","killed",2,"2017"
"173","Nigeria","Education","killed",1,"2017"
"174","OPT","Education","killed",0,"2017"
"175","Peru","Education","killed",0,"2017"
"176","Saudi Arabia","Education","killed",0,"2017"
"177","South Africa","Education","killed",0,"2017"
"178","South Africa","Education","killed",0,"2017"
"179","Sudan","Education","killed",0,"2017"
"180","Syria","Education","killed",0,"2017"
"181","Syria","Education","killed",0,"2017"
"182","Syria","Education","killed",0,"2017"
"183","Syria","Education","killed",0,"2017"
"184","Syria","Education","killed",0,"2017"
"185","Syria","Education","killed",0,"2017"
"186","Syria","Education","killed",0,"2017"
"187","Tunisia","Education","killed",0,"2017"
"188","Tunisia","Education","killed",0,"2017"
"189","Tunisia","Education","killed",0,"2017"
"190","Afghanistan","Education","killed",1,"2017"
"191","Bangladesh","Education","killed",0,"2017"
"192","Bangladesh","Education","killed",0,"2017"
"193","Brazil","Education","killed",1,"2017"
"194","Burkina Faso","Education","killed",1,"2017"
"195","Cameroon","Education","killed",0,"2017"
"196","Cameroon","Education","killed",0,"2017"
"197","Equatorial Guinea","Education","killed",0,"2017"
"198","Guatemala","Education","killed",0,"2017"
"199","Malawi","Education","killed",0,"2017"
"200","Mexico","Education","killed",0,"2017"
"201","Mexico","Education","killed",52,"2017"
"202","Nepal","Education","killed",0,"2017"
"203","Nepal","Education","killed",0,"2017"
"204","OPT","Education","killed",0,"2017"
"205","Pakistan","Education","killed",0,"2017"
"206","Pakistan","Education","killed",0,"2017"
"207","Panama","Education","killed",0,"2017"
"208","Peru","Education","killed",0,"2017"
"209","Peru","Education","killed",0,"2017"
"210","Seychelles","Education","killed",0,"2017"
"211","Seychelles","Education","killed",0,"2017"
"212","Sudan","Education","killed",0,"2017"
"213","Sudan","Education","killed",2,"2017"
"214","Syria","Education","killed",0,"2017"
"215","Syria","Education","killed",0,"2017"
"216","Syria","Education","killed",0,"2017"
"217","Syria","Education","killed",0,"2017"
"218","Syria","Education","killed",0,"2017"
"219","Tanzania","Education","killed",0,"2017"
"220","Afghanistan","Education","killed",0,"2017"
"221","Cameroon","Education","killed",0,"2017"
"222","Honduras","Education","killed",1,"2017"
"223","Ivory Coast","Education","killed",1,"2017"
"224","Libya","Education","killed",0,"2017"
"225","Mexico","Education","killed",0,"2017"
"226","Mexico","Education","killed",0,"2017"
"227","Mexico","Education","killed",0,"2017"
"228","Mexico","Education","killed",0,"2017"
"229","Nepal","Education","killed",0,"2017"
"230","Pakistan","Education","killed",0,"2017"
"231","Peru","Education","killed",0,"2017"
"232","Sudan","Education","killed",0,"2017"
"233","Syria","Education","killed",0,"2017"
"234","Syria","Education","killed",0,"2017"
"235","Syria","Education","killed",0,"2017"
"236","Syria","Education","killed",0,"2017"
"237","Uganda","Education","killed",0,"2017"
"238","Afghanistan","Education","injured",0,"2017"
"239","Afghanistan","Education","injured",0,"2017"
"240","India","Education","injured",0,"2017"
"241","Nigeria","Education","injured",0,"2017"
"242","Nigeria","Education","injured",0,"2017"
"243","Nigeria","Education","injured",0,"2017"
"244","Syria","Education","injured",0,"2017"
"245","Syria","Education","injured",0,"2017"
"246","Syria","Education","injured",0,"2017"
"247","Syria","Education","injured",0,"2017"
"248","Syria","Education","injured",0,"2017"
"249","Syria","Education","injured",0,"2017"
"250","Syria","Education","injured",0,"2017"
"251","Syria","Education","injured",0,"2017"
"252","Syria","Education","injured",0,"2017"
"253","Syria","Education","injured",0,"2017"
"254","Syria","Education","injured",0,"2017"
"255","Syria","Education","injured",0,"2017"
"256","Syria","Education","injured",0,"2017"
"257","Syria","Education","injured",0,"2017"
"258","Syria","Education","injured",0,"2017"
"259","Syria","Education","injured",0,"2017"
"260","Syria","Education","injured",0,"2017"
"261","Afghanistan","Education","injured",0,"2017"
"262","Angola","Education","injured",0,"2017"
"263","Iran","Education","injured",0,"2017"
"264","Nigeria","Education","injured",0,"2017"
"265","Pakistan","Education","injured",0,"2017"
"266","Pakistan","Education","injured",0,"2017"
"267","Sudan","Education","injured",0,"2017"
"268","Syria","Education","injured",0,"2017"
"269","Syria","Education","injured",0,"2017"
"270","Syria","Education","injured",0,"2017"
"271","Syria","Education","injured",0,"2017"
"272","Syria","Education","injured",0,"2017"
"273","Syria","Education","injured",0,"2017"
"274","Syria","Education","injured",0,"2017"
"275","Syria","Education","injured",0,"2017"
"276","Syria","Education","injured",0,"2017"
"277","Syria","Education","injured",0,"2017"
"278","Syria","Education","injured",0,"2017"
"279","Syria","Education","injured",0,"2017"
"280","Syria","Education","injured",0,"2017"
"281","Syria","Education","injured",0,"2017"
"282","Syria","Education","injured",0,"2017"
"283","Ukraine","Education","injured",0,"2017"
"284","Afghanistan","Education","injured",0,"2017"
"285","Brazil","Education","injured",0,"2017"
"286","Burkina Faso","Education","injured",0,"2017"
"287","Pakistan","Education","injured",0,"2017"
"288","Pakistan","Education","injured",0,"2017"
"289","Pakistan","Education","injured",0,"2017"
"290","Philippines","Education","injured",0,"2017"
"291","DRC","Education","injured",0,"2017"
"292","Greece","Education","injured",0,"2017"
"293","India","Education","injured",0,"2017"
"294","Nigeria","Education","injured",0,"2017"
"295","Nigeria","Education","injured",0,"2017"
"296","Nigeria","Education","injured",0,"2017"
"297","Pakistan","Education","injured",0,"2017"
"298","Somalia","Education","injured",0,"2017"
"299","Somalia","Education","injured",0,"2017"
"300","South Africa","Education","injured",0,"2017"
"301","South Sudan","Education","injured",0,"2017"
"302","Syria","Education","injured",0,"2017"
"303","Cameroon","Education","injured",0,"2017"
"304","Iraq / KRI","Education","injured",0,"2017"
"305","Mali","Education","injured",0,"2017"
"306","Nigeria","Education","injured",0,"2017"
"307","Nigeria","Education","injured",4,"2017"
"308","Nigeria","Education","injured",0,"2017"
"309","Pakistan","Education","injured",0,"2017"
"310","Somalia","Education","injured",1,"2017"
"311","Syria","Education","injured",0,"2017"
"312","Syria","Education","injured",0,"2017"
"313","Syria","Education","injured",0,"2017"
"314","Syria","Education","injured",0,"2017"
"315","Syria","Education","injured",0,"2017"
"316","Syria","Education","injured",0,"2017"
"317","Cameroon","Education","injured",0,"2017"
"318","Cameroon","Education","injured",0,"2017"
"319","Nigeria","Education","injured",0,"2017"
"320","Nigeria","Education","injured",0,"2017"
"321","Singapore","Education","injured",0,"2017"
"322","Syria","Education","injured",0,"2017"
"323","Syria","Education","injured",0,"2017"
"324","Syria","Education","injured",0,"2017"
"325","Syria","Education","injured",0,"2017"
"326","Syria","Education","injured",0,"2017"
"327","Syria","Education","injured",0,"2017"
"328","Syria","Education","injured",0,"2017"
"329","Syria","Education","injured",0,"2017"
"330","Syria","Education","injured",0,"2017"
"331","Turkey","Education","injured",0,"2017"
"332","DRC","Education","injured",0,"2017"
"333","DRC","Education","injured",0,"2017"
"334","Indonesia","Education","injured",0,"2017"
"335","Syria","Education","injured",0,"2017"
"336","Syria","Education","injured",0,"2017"
"337","Syria","Education","injured",0,"2017"
"338","Syria","Education","injured",0,"2017"
"339","Syria","Education","injured",0,"2017"
"340","Syria","Education","injured",0,"2017"
"341","Syria","Education","injured",0,"2017"
"342","Syria","Education","injured",0,"2017"
"343","Syria","Education","injured",0,"2017"
"344","Syria","Education","injured",0,"2017"
"345","Syria","Education","injured",0,"2017"
"346","Syria","Education","injured",0,"2017"
"347","Syria","Education","injured",0,"2017"
"348","Syria","Education","injured",0,"2017"
"349","Syria","Education","injured",0,"2017"
"350","Turkey","Education","injured",0,"2017"
"351","Cameroon","Education","injured",0,"2017"
"352","Cameroon","Education","injured",0,"2017"
"353","Chad","Education","injured",6,"2017"
"354","Indonesia","Education","injured",0,"2017"
"355","Libya","Education","injured",0,"2017"
"356","Libya","Education","injured",0,"2017"
"357","OPT","Education","injured",0,"2017"
"358","OPT","Education","injured",0,"2017"
"359","OPT","Education","injured",0,"2017"
"360","OPT","Education","injured",0,"2017"
"361","OPT","Education","injured",0,"2017"
"362","South Africa","Education","injured",0,"2017"
"363","Syria","Education","injured",0,"2017"
"364","Syria","Education","injured",0,"2017"
"365","Syria","Education","injured",0,"2017"
"366","Syria","Education","injured",0,"2017"
"367","Syria","Education","injured",0,"2017"
"368","Syria","Education","injured",0,"2017"
"369","Syria","Education","injured",0,"2017"
"370","Syria","Education","injured",0,"2017"
"371","Syria","Education","injured",0,"2017"
"372","Burundi","Education","injured",0,"2017"
"373","Cameroon","Education","injured",0,"2017"
"374","Ethiopia","Education","injured",0,"2017"
"375","Israel","Education","injured",0,"2017"
"376","Kenya","Education","injured",0,"2017"
"377","Kenya","Education","injured",0,"2017"
"378","Libya","Education","injured",0,"2017"
"379","Libya","Education","injured",0,"2017"
"380","Myanmar","Education","injured",0,"2017"
"381","Nigeria","Education","injured",0,"2017"
"382","OPT","Education","injured",0,"2017"
"383","OPT","Education","injured",0,"2017"
"384","Pakistan","Education","injured",0,"2017"
"385","South Africa","Education","injured",0,"2017"
"386","South Africa","Education","injured",0,"2017"
"387","South Africa","Education","injured",0,"2017"
"388","South Africa","Education","injured",0,"2017"
"389","Sudan","Education","injured",0,"2017"
"390","Swaziland","Education","injured",0,"2017"
"391","Syria","Education","injured",0,"2017"
"392","Syria","Education","injured",0,"2017"
"393","Syria","Education","injured",0,"2017"
"394","Syria","Education","injured",0,"2017"
"395","Syria","Education","injured",0,"2017"
"396","Afghanistan","Education","injured",0,"2017"
"397","Algeria","Education","injured",0,"2017"
"398","Bangladesh","Education","injured",0,"2017"
"399","Brazil","Education","injured",0,"2017"
"400","Brazil","Education","injured",0,"2017"
"401","Brazil","Education","injured",0,"2017"
"402","Chad","Education","injured",0,"2017"
"403","DRC","Education","injured",0,"2017"
"404","India","Education","injured",0,"2017"
"405","Ivory Coast","Education","injured",0,"2017"
"406","Kenya","Education","injured",2,"2017"
"407","Kenya","Education","injured",0,"2017"
"408","Mali","Education","injured",0,"2017"
"409","Niger","Education","injured",0,"2017"
"410","Nigeria","Education","injured",0,"2017"
"411","OPT","Education","injured",0,"2017"
"412","Peru","Education","injured",1,"2017"
"413","Saudi Arabia","Education","injured",0,"2017"
"414","South Africa","Education","injured",0,"2017"
"415","South Africa","Education","injured",0,"2017"
"416","Sudan","Education","injured",0,"2017"
"417","Syria","Education","injured",0,"2017"
"418","Syria","Education","injured",0,"2017"
"419","Syria","Education","injured",0,"2017"
"420","Syria","Education","injured",0,"2017"
"421","Syria","Education","injured",0,"2017"
"422","Syria","Education","injured",0,"2017"
"423","Syria","Education","injured",0,"2017"
"424","Tunisia","Education","injured",0,"2017"
"425","Tunisia","Education","injured",0,"2017"
"426","Tunisia","Education","injured",0,"2017"
"427","Afghanistan","Education","injured",0,"2017"
"428","Bangladesh","Education","injured",0,"2017"
"429","Bangladesh","Education","injured",0,"2017"
"430","Brazil","Education","injured",0,"2017"
"431","Burkina Faso","Education","injured",2,"2017"
"432","Cameroon","Education","injured",0,"2017"
"433","Cameroon","Education","injured",0,"2017"
"434","Equatorial Guinea","Education","injured",0,"2017"
"435","Guatemala","Education","injured",0,"2017"
"436","Malawi","Education","injured",0,"2017"
"437","Mexico","Education","injured",0,"2017"
"438","Mexico","Education","injured",0,"2017"
"439","Nepal","Education","injured",0,"2017"
"440","Nepal","Education","injured",0,"2017"
"441","OPT","Education","injured",0,"2017"
"442","Pakistan","Education","injured",0,"2017"
"443","Pakistan","Education","injured",0,"2017"
"444","Panama","Education","injured",0,"2017"
"445","Peru","Education","injured",0,"2017"
"446","Peru","Education","injured",0,"2017"
"447","Seychelles","Education","injured",0,"2017"
"448","Seychelles","Education","injured",0,"2017"
"449","Sudan","Education","injured",0,"2017"
"450","Sudan","Education","injured",0,"2017"
"451","Syria","Education","injured",0,"2017"
"452","Syria","Education","injured",0,"2017"
"453","Syria","Education","injured",0,"2017"
"454","Syria","Education","injured",0,"2017"
"455","Syria","Education","injured",0,"2017"
"456","Tanzania","Education","injured",0,"2017"
"457","Afghanistan","Education","injured",0,"2017"
"458","Cameroon","Education","injured",0,"2017"
"459","Honduras","Education","injured",0,"2017"
"460","Ivory Coast","Education","injured",0,"2017"
"461","Libya","Education","injured",0,"2017"
"462","Mexico","Education","injured",0,"2017"
"463","Mexico","Education","injured",0,"2017"
"464","Mexico","Education","injured",0,"2017"
"465","Mexico","Education","injured",0,"2017"
"466","Nepal","Education","injured",0,"2017"
"467","Pakistan","Education","injured",0,"2017"
"468","Peru","Education","injured",0,"2017"
"469","Sudan","Education","injured",0,"2017"
"470","Syria","Education","injured",0,"2017"
"471","Syria","Education","injured",0,"2017"
"472","Syria","Education","injured",0,"2017"
"473","Syria","Education","injured",0,"2017"
"474","Uganda","Education","injured",0,"2017"
"475","Afghanistan","Education","kidnapped",0,"2017"
"476","Afghanistan","Education","kidnapped",14,"2017"
"477","India","Education","kidnapped",0,"2017"
"478","Nigeria","Education","kidnapped",5,"2017"
"479","Nigeria","Education","kidnapped",0,"2017"
"480","Nigeria","Education","kidnapped",1,"2017"
"481","Syria","Education","kidnapped",0,"2017"
"482","Syria","Education","kidnapped",0,"2017"
"483","Syria","Education","kidnapped",0,"2017"
"484","Syria","Education","kidnapped",0,"2017"
"485","Syria","Education","kidnapped",0,"2017"
"486","Syria","Education","kidnapped",0,"2017"
"487","Syria","Education","kidnapped",0,"2017"
"488","Syria","Education","kidnapped",0,"2017"
"489","Syria","Education","kidnapped",0,"2017"
"490","Syria","Education","kidnapped",0,"2017"
"491","Syria","Education","kidnapped",0,"2017"
"492","Syria","Education","kidnapped",0,"2017"
"493","Syria","Education","kidnapped",0,"2017"
"494","Syria","Education","kidnapped",0,"2017"
"495","Syria","Education","kidnapped",0,"2017"
"496","Syria","Education","kidnapped",0,"2017"
"497","Syria","Education","kidnapped",0,"2017"
"498","Afghanistan","Education","kidnapped",0,"2017"
"499","Angola","Education","kidnapped",0,"2017"
"500","Iran","Education","kidnapped",0,"2017"
"501","Nigeria","Education","kidnapped",3,"2017"
"502","Pakistan","Education","kidnapped",0,"2017"
"503","Pakistan","Education","kidnapped",1,"2017"
"504","Sudan","Education","kidnapped",0,"2017"
"505","Syria","Education","kidnapped",0,"2017"
"506","Syria","Education","kidnapped",0,"2017"
"507","Syria","Education","kidnapped",0,"2017"
"508","Syria","Education","kidnapped",0,"2017"
"509","Syria","Education","kidnapped",0,"2017"
"510","Syria","Education","kidnapped",0,"2017"
"511","Syria","Education","kidnapped",0,"2017"
"512","Syria","Education","kidnapped",0,"2017"
"513","Syria","Education","kidnapped",0,"2017"
"514","Syria","Education","kidnapped",0,"2017"
"515","Syria","Education","kidnapped",0,"2017"
"516","Syria","Education","kidnapped",0,"2017"
"517","Syria","Education","kidnapped",0,"2017"
"518","Syria","Education","kidnapped",0,"2017"
"519","Syria","Education","kidnapped",0,"2017"
"520","Ukraine","Education","kidnapped",0,"2017"
"521","Afghanistan","Education","kidnapped",0,"2017"
"522","Brazil","Education","kidnapped",0,"2017"
"523","Burkina Faso","Education","kidnapped",0,"2017"
"524","Pakistan","Education","kidnapped",3,"2017"
"525","Pakistan","Education","kidnapped",1,"2017"
"526","Pakistan","Education","kidnapped",0,"2017"
"527","Philippines","Education","kidnapped",1,"2017"
"528","DRC","Education","kidnapped",0,"2017"
"529","Greece","Education","kidnapped",0,"2017"
"530","India","Education","kidnapped",0,"2017"
"531","Nigeria","Education","kidnapped",1,"2017"
"532","Nigeria","Education","kidnapped",0,"2017"
"533","Nigeria","Education","kidnapped",1,"2017"
"534","Pakistan","Education","kidnapped",0,"2017"
"535","Somalia","Education","kidnapped",0,"2017"
"536","Somalia","Education","kidnapped",0,"2017"
"537","South Africa","Education","kidnapped",0,"2017"
"538","South Sudan","Education","kidnapped",0,"2017"
"539","Syria","Education","kidnapped",0,"2017"
"540","Cameroon","Education","kidnapped",0,"2017"
"541","Iraq / KRI","Education","kidnapped",0,"2017"
"542","Mali","Education","kidnapped",0,"2017"
"543","Nigeria","Education","kidnapped",1,"2017"
"544","Nigeria","Education","kidnapped",0,"2017"
"545","Nigeria","Education","kidnapped",1,"2017"
"546","Pakistan","Education","kidnapped",2,"2017"
"547","Somalia","Education","kidnapped",0,"2017"
"548","Syria","Education","kidnapped",0,"2017"
"549","Syria","Education","kidnapped",0,"2017"
"550","Syria","Education","kidnapped",0,"2017"
"551","Syria","Education","kidnapped",0,"2017"
"552","Syria","Education","kidnapped",0,"2017"
"553","Syria","Education","kidnapped",0,"2017"
"554","Cameroon","Education","kidnapped",0,"2017"
"555","Cameroon","Education","kidnapped",0,"2017"
"556","Nigeria","Education","kidnapped",0,"2017"
"557","Nigeria","Education","kidnapped",0,"2017"
"558","Singapore","Education","kidnapped",0,"2017"
"559","Syria","Education","kidnapped",0,"2017"
"560","Syria","Education","kidnapped",0,"2017"
"561","Syria","Education","kidnapped",0,"2017"
"562","Syria","Education","kidnapped",0,"2017"
"563","Syria","Education","kidnapped",0,"2017"
"564","Syria","Education","kidnapped",0,"2017"
"565","Syria","Education","kidnapped",0,"2017"
"566","Syria","Education","kidnapped",0,"2017"
"567","Syria","Education","kidnapped",0,"2017"
"568","Turkey","Education","kidnapped",0,"2017"
"569","DRC","Education","kidnapped",0,"2017"
"570","DRC","Education","kidnapped",0,"2017"
"571","Indonesia","Education","kidnapped",0,"2017"
"572","Syria","Education","kidnapped",0,"2017"
"573","Syria","Education","kidnapped",0,"2017"
"574","Syria","Education","kidnapped",0,"2017"
"575","Syria","Education","kidnapped",0,"2017"
"576","Syria","Education","kidnapped",0,"2017"
"577","Syria","Education","kidnapped",0,"2017"
"578","Syria","Education","kidnapped",0,"2017"
"579","Syria","Education","kidnapped",0,"2017"
"580","Syria","Education","kidnapped",0,"2017"
"581","Syria","Education","kidnapped",0,"2017"
"582","Syria","Education","kidnapped",0,"2017"
"583","Syria","Education","kidnapped",0,"2017"
"584","Syria","Education","kidnapped",0,"2017"
"585","Syria","Education","kidnapped",0,"2017"
"586","Syria","Education","kidnapped",0,"2017"
"587","Turkey","Education","kidnapped",0,"2017"
"588","Cameroon","Education","kidnapped",0,"2017"
"589","Cameroon","Education","kidnapped",0,"2017"
"590","Chad","Education","kidnapped",0,"2017"
"591","Indonesia","Education","kidnapped",0,"2017"
"592","Libya","Education","kidnapped",1,"2017"
"593","Libya","Education","kidnapped",1,"2017"
"594","OPT","Education","kidnapped",0,"2017"
"595","OPT","Education","kidnapped",0,"2017"
"596","OPT","Education","kidnapped",0,"2017"
"597","OPT","Education","kidnapped",0,"2017"
"598","OPT","Education","kidnapped",0,"2017"
"599","South Africa","Education","kidnapped",0,"2017"
"600","Syria","Education","kidnapped",0,"2017"
"601","Syria","Education","kidnapped",0,"2017"
"602","Syria","Education","kidnapped",0,"2017"
"603","Syria","Education","kidnapped",0,"2017"
"604","Syria","Education","kidnapped",0,"2017"
"605","Syria","Education","kidnapped",0,"2017"
"606","Syria","Education","kidnapped",0,"2017"
"607","Syria","Education","kidnapped",0,"2017"
"608","Syria","Education","kidnapped",0,"2017"
"609","Burundi","Education","kidnapped",0,"2017"
"610","Cameroon","Education","kidnapped",0,"2017"
"611","Ethiopia","Education","kidnapped",0,"2017"
"612","Israel","Education","kidnapped",0,"2017"
"613","Kenya","Education","kidnapped",0,"2017"
"614","Kenya","Education","kidnapped",0,"2017"
"615","Libya","Education","kidnapped",0,"2017"
"616","Libya","Education","kidnapped",0,"2017"
"617","Myanmar","Education","kidnapped",0,"2017"
"618","Nigeria","Education","kidnapped",0,"2017"
"619","OPT","Education","kidnapped",0,"2017"
"620","OPT","Education","kidnapped",0,"2017"
"621","Pakistan","Education","kidnapped",0,"2017"
"622","South Africa","Education","kidnapped",0,"2017"
"623","South Africa","Education","kidnapped",0,"2017"
"624","South Africa","Education","kidnapped",0,"2017"
"625","South Africa","Education","kidnapped",0,"2017"
"626","Sudan","Education","kidnapped",0,"2017"
"627","Swaziland","Education","kidnapped",0,"2017"
"628","Syria","Education","kidnapped",0,"2017"
"629","Syria","Education","kidnapped",0,"2017"
"630","Syria","Education","kidnapped",0,"2017"
"631","Syria","Education","kidnapped",0,"2017"
"632","Syria","Education","kidnapped",0,"2017"
"633","Afghanistan","Education","kidnapped",1,"2017"
"634","Algeria","Education","kidnapped",0,"2017"
"635","Bangladesh","Education","kidnapped",0,"2017"
"636","Brazil","Education","kidnapped",0,"2017"
"637","Brazil","Education","kidnapped",0,"2017"
"638","Brazil","Education","kidnapped",0,"2017"
"639","Chad","Education","kidnapped",0,"2017"
"640","DRC","Education","kidnapped",0,"2017"
"641","India","Education","kidnapped",0,"2017"
"642","Ivory Coast","Education","kidnapped",0,"2017"
"643","Kenya","Education","kidnapped",0,"2017"
"644","Kenya","Education","kidnapped",0,"2017"
"645","Mali","Education","kidnapped",0,"2017"
"646","Niger","Education","kidnapped",0,"2017"
